filepath,label
/home/jovyan/work/EuroSAT_MS/AnnualCrop/AnnualCrop_341.tif,AnnualCrop
/home/jovyan/work/EuroSAT_MS/AnnualCrop/AnnualCrop_773.tif,AnnualCrop
/home/jovyan/work/EuroSAT_MS/AnnualCrop/AnnualCrop_2750.tif,AnnualCrop
/home/jovyan/work/EuroSAT_MS/AnnualCrop/AnnualCrop_1862.tif,AnnualCrop
/home/jovyan/work/EuroSAT_MS/AnnualCrop/AnnualCrop_82.tif,AnnualCrop
/home/jovyan/work/EuroSAT_MS/AnnualCrop/AnnualCrop_2516.tif,AnnualCrop
/home/jovyan/work/EuroSAT_MS/AnnualCrop/AnnualCrop_1791.tif,AnnualCrop
/home/jovyan/work/EuroSAT_MS/AnnualCrop/AnnualCrop_1572.tif,AnnualCrop
/home/jovyan/work/EuroSAT_MS/AnnualCrop/AnnualCrop_1395.tif,AnnualCrop
/home/jovyan/work/EuroSAT_MS/AnnualCrop/AnnualCrop_2873.tif,AnnualCrop
/home/jovyan/work/EuroSAT_MS/AnnualCrop/AnnualCrop_2255.tif,AnnualCrop
/home/jovyan/work/EuroSAT_MS/AnnualCrop/AnnualCrop_2134.tif,AnnualCrop
/home/jovyan/work/EuroSAT_MS/AnnualCrop/AnnualCrop_1733.tif,AnnualCrop
/home/jovyan/work/EuroSAT_MS/AnnualCrop/AnnualCrop_1815.tif,AnnualCrop
/home/jovyan/work/EuroSAT_MS/AnnualCrop/AnnualCrop_2951.tif,AnnualCrop
/home/jovyan/work/EuroSAT_MS/AnnualCrop/AnnualCrop_2820.tif,AnnualCrop
/home/jovyan/work/EuroSAT_MS/AnnualCrop/AnnualCrop_1200.tif,AnnualCrop
/home/jovyan/work/EuroSAT_MS/AnnualCrop/AnnualCrop_2876.tif,AnnualCrop
/home/jovyan/work/EuroSAT_MS/AnnualCrop/AnnualCrop_2173.tif,AnnualCrop
/home/jovyan/work/EuroSAT_MS/AnnualCrop/AnnualCrop_1734.tif,AnnualCrop
/home/jovyan/work/EuroSAT_MS/AnnualCrop/AnnualCrop_1783.tif,AnnualCrop
/home/jovyan/work/EuroSAT_MS/AnnualCrop/AnnualCrop_2492.tif,AnnualCrop
/home/jovyan/work/EuroSAT_MS/AnnualCrop/AnnualCrop_260.tif,AnnualCrop
/home/jovyan/work/EuroSAT_MS/AnnualCrop/AnnualCrop_1978.tif,AnnualCrop
/home/jovyan/work/EuroSAT_MS/AnnualCrop/AnnualCrop_2712.tif,AnnualCrop
/home/jovyan/work/EuroSAT_MS/AnnualCrop/AnnualCrop_1836.tif,AnnualCrop
/home/jovyan/work/EuroSAT_MS/AnnualCrop/AnnualCrop_1139.tif,AnnualCrop
/home/jovyan/work/EuroSAT_MS/AnnualCrop/AnnualCrop_2126.tif,AnnualCrop
/home/jovyan/work/EuroSAT_MS/AnnualCrop/AnnualCrop_1072.tif,AnnualCrop
/home/jovyan/work/EuroSAT_MS/AnnualCrop/AnnualCrop_959.tif,AnnualCrop
/home/jovyan/work/EuroSAT_MS/AnnualCrop/AnnualCrop_2330.tif,AnnualCrop
/home/jovyan/work/EuroSAT_MS/AnnualCrop/AnnualCrop_965.tif,AnnualCrop
/home/jovyan/work/EuroSAT_MS/AnnualCrop/AnnualCrop_2019.tif,AnnualCrop
/home/jovyan/work/EuroSAT_MS/AnnualCrop/AnnualCrop_1588.tif,AnnualCrop
/home/jovyan/work/EuroSAT_MS/AnnualCrop/AnnualCrop_677.tif,AnnualCrop
/home/jovyan/work/EuroSAT_MS/AnnualCrop/AnnualCrop_286.tif,AnnualCrop
/home/jovyan/work/EuroSAT_MS/AnnualCrop/AnnualCrop_806.tif,AnnualCrop
/home/jovyan/work/EuroSAT_MS/AnnualCrop/AnnualCrop_112.tif,AnnualCrop
/home/jovyan/work/EuroSAT_MS/AnnualCrop/AnnualCrop_613.tif,AnnualCrop
/home/jovyan/work/EuroSAT_MS/AnnualCrop/AnnualCrop_2158.tif,AnnualCrop
/home/jovyan/work/EuroSAT_MS/AnnualCrop/AnnualCrop_306.tif,AnnualCrop
/home/jovyan/work/EuroSAT_MS/AnnualCrop/AnnualCrop_1719.tif,AnnualCrop
/home/jovyan/work/EuroSAT_MS/AnnualCrop/AnnualCrop_2440.tif,AnnualCrop
/home/jovyan/work/EuroSAT_MS/AnnualCrop/AnnualCrop_1647.tif,AnnualCrop
/home/jovyan/work/EuroSAT_MS/AnnualCrop/AnnualCrop_2840.tif,AnnualCrop
/home/jovyan/work/EuroSAT_MS/AnnualCrop/AnnualCrop_1636.tif,AnnualCrop
/home/jovyan/work/EuroSAT_MS/AnnualCrop/AnnualCrop_2704.tif,AnnualCrop
/home/jovyan/work/EuroSAT_MS/AnnualCrop/AnnualCrop_2016.tif,AnnualCrop
/home/jovyan/work/EuroSAT_MS/AnnualCrop/AnnualCrop_1378.tif,AnnualCrop
/home/jovyan/work/EuroSAT_MS/AnnualCrop/AnnualCrop_291.tif,AnnualCrop
/home/jovyan/work/EuroSAT_MS/AnnualCrop/AnnualCrop_1207.tif,AnnualCrop
/home/jovyan/work/EuroSAT_MS/AnnualCrop/AnnualCrop_2759.tif,AnnualCrop
/home/jovyan/work/EuroSAT_MS/AnnualCrop/AnnualCrop_2772.tif,AnnualCrop
/home/jovyan/work/EuroSAT_MS/AnnualCrop/AnnualCrop_359.tif,AnnualCrop
/home/jovyan/work/EuroSAT_MS/AnnualCrop/AnnualCrop_2083.tif,AnnualCrop
/home/jovyan/work/EuroSAT_MS/AnnualCrop/AnnualCrop_548.tif,AnnualCrop
/home/jovyan/work/EuroSAT_MS/AnnualCrop/AnnualCrop_2532.tif,AnnualCrop
/home/jovyan/work/EuroSAT_MS/AnnualCrop/AnnualCrop_1841.tif,AnnualCrop
/home/jovyan/work/EuroSAT_MS/AnnualCrop/AnnualCrop_987.tif,AnnualCrop
/home/jovyan/work/EuroSAT_MS/AnnualCrop/AnnualCrop_2455.tif,AnnualCrop
/home/jovyan/work/EuroSAT_MS/AnnualCrop/AnnualCrop_581.tif,AnnualCrop
/home/jovyan/work/EuroSAT_MS/AnnualCrop/AnnualCrop_1645.tif,AnnualCrop
/home/jovyan/work/EuroSAT_MS/AnnualCrop/AnnualCrop_1758.tif,AnnualCrop
/home/jovyan/work/EuroSAT_MS/AnnualCrop/AnnualCrop_659.tif,AnnualCrop
/home/jovyan/work/EuroSAT_MS/AnnualCrop/AnnualCrop_2692.tif,AnnualCrop
/home/jovyan/work/EuroSAT_MS/AnnualCrop/AnnualCrop_1115.tif,AnnualCrop
/home/jovyan/work/EuroSAT_MS/AnnualCrop/AnnualCrop_2180.tif,AnnualCrop
/home/jovyan/work/EuroSAT_MS/AnnualCrop/AnnualCrop_1439.tif,AnnualCrop
/home/jovyan/work/EuroSAT_MS/AnnualCrop/AnnualCrop_1936.tif,AnnualCrop
/home/jovyan/work/EuroSAT_MS/AnnualCrop/AnnualCrop_853.tif,AnnualCrop
/home/jovyan/work/EuroSAT_MS/AnnualCrop/AnnualCrop_2995.tif,AnnualCrop
/home/jovyan/work/EuroSAT_MS/AnnualCrop/AnnualCrop_589.tif,AnnualCrop
/home/jovyan/work/EuroSAT_MS/AnnualCrop/AnnualCrop_1851.tif,AnnualCrop
/home/jovyan/work/EuroSAT_MS/AnnualCrop/AnnualCrop_1892.tif,AnnualCrop
/home/jovyan/work/EuroSAT_MS/AnnualCrop/AnnualCrop_1254.tif,AnnualCrop
/home/jovyan/work/EuroSAT_MS/AnnualCrop/AnnualCrop_2735.tif,AnnualCrop
/home/jovyan/work/EuroSAT_MS/AnnualCrop/AnnualCrop_645.tif,AnnualCrop
/home/jovyan/work/EuroSAT_MS/AnnualCrop/AnnualCrop_296.tif,AnnualCrop
/home/jovyan/work/EuroSAT_MS/AnnualCrop/AnnualCrop_2823.tif,AnnualCrop
/home/jovyan/work/EuroSAT_MS/AnnualCrop/AnnualCrop_1626.tif,AnnualCrop
/home/jovyan/work/EuroSAT_MS/AnnualCrop/AnnualCrop_2638.tif,AnnualCrop
/home/jovyan/work/EuroSAT_MS/AnnualCrop/AnnualCrop_665.tif,AnnualCrop
/home/jovyan/work/EuroSAT_MS/AnnualCrop/AnnualCrop_1943.tif,AnnualCrop
/home/jovyan/work/EuroSAT_MS/AnnualCrop/AnnualCrop_354.tif,AnnualCrop
/home/jovyan/work/EuroSAT_MS/AnnualCrop/AnnualCrop_249.tif,AnnualCrop
/home/jovyan/work/EuroSAT_MS/AnnualCrop/AnnualCrop_1041.tif,AnnualCrop
/home/jovyan/work/EuroSAT_MS/AnnualCrop/AnnualCrop_2652.tif,AnnualCrop
/home/jovyan/work/EuroSAT_MS/AnnualCrop/AnnualCrop_2717.tif,AnnualCrop
/home/jovyan/work/EuroSAT_MS/AnnualCrop/AnnualCrop_2353.tif,AnnualCrop
/home/jovyan/work/EuroSAT_MS/AnnualCrop/AnnualCrop_2207.tif,AnnualCrop
/home/jovyan/work/EuroSAT_MS/AnnualCrop/AnnualCrop_71.tif,AnnualCrop
/home/jovyan/work/EuroSAT_MS/AnnualCrop/AnnualCrop_2600.tif,AnnualCrop
/home/jovyan/work/EuroSAT_MS/AnnualCrop/AnnualCrop_1054.tif,AnnualCrop
/home/jovyan/work/EuroSAT_MS/AnnualCrop/AnnualCrop_46.tif,AnnualCrop
/home/jovyan/work/EuroSAT_MS/AnnualCrop/AnnualCrop_2929.tif,AnnualCrop
/home/jovyan/work/EuroSAT_MS/AnnualCrop/AnnualCrop_960.tif,AnnualCrop
/home/jovyan/work/EuroSAT_MS/AnnualCrop/AnnualCrop_2411.tif,AnnualCrop
/home/jovyan/work/EuroSAT_MS/AnnualCrop/AnnualCrop_597.tif,AnnualCrop
/home/jovyan/work/EuroSAT_MS/AnnualCrop/AnnualCrop_1344.tif,AnnualCrop
/home/jovyan/work/EuroSAT_MS/AnnualCrop/AnnualCrop_2385.tif,AnnualCrop
/home/jovyan/work/EuroSAT_MS/AnnualCrop/AnnualCrop_2242.tif,AnnualCrop
/home/jovyan/work/EuroSAT_MS/AnnualCrop/AnnualCrop_2892.tif,AnnualCrop
/home/jovyan/work/EuroSAT_MS/AnnualCrop/AnnualCrop_315.tif,AnnualCrop
/home/jovyan/work/EuroSAT_MS/AnnualCrop/AnnualCrop_2928.tif,AnnualCrop
/home/jovyan/work/EuroSAT_MS/AnnualCrop/AnnualCrop_2198.tif,AnnualCrop
/home/jovyan/work/EuroSAT_MS/AnnualCrop/AnnualCrop_263.tif,AnnualCrop
/home/jovyan/work/EuroSAT_MS/AnnualCrop/AnnualCrop_1297.tif,AnnualCrop
/home/jovyan/work/EuroSAT_MS/AnnualCrop/AnnualCrop_2718.tif,AnnualCrop
/home/jovyan/work/EuroSAT_MS/AnnualCrop/AnnualCrop_1975.tif,AnnualCrop
/home/jovyan/work/EuroSAT_MS/AnnualCrop/AnnualCrop_2204.tif,AnnualCrop
/home/jovyan/work/EuroSAT_MS/AnnualCrop/AnnualCrop_234.tif,AnnualCrop
/home/jovyan/work/EuroSAT_MS/AnnualCrop/AnnualCrop_1859.tif,AnnualCrop
/home/jovyan/work/EuroSAT_MS/AnnualCrop/AnnualCrop_1326.tif,AnnualCrop
/home/jovyan/work/EuroSAT_MS/AnnualCrop/AnnualCrop_714.tif,AnnualCrop
/home/jovyan/work/EuroSAT_MS/AnnualCrop/AnnualCrop_596.tif,AnnualCrop
/home/jovyan/work/EuroSAT_MS/AnnualCrop/AnnualCrop_605.tif,AnnualCrop
/home/jovyan/work/EuroSAT_MS/AnnualCrop/AnnualCrop_1900.tif,AnnualCrop
/home/jovyan/work/EuroSAT_MS/AnnualCrop/AnnualCrop_681.tif,AnnualCrop
/home/jovyan/work/EuroSAT_MS/AnnualCrop/AnnualCrop_195.tif,AnnualCrop
/home/jovyan/work/EuroSAT_MS/AnnualCrop/AnnualCrop_1599.tif,AnnualCrop
/home/jovyan/work/EuroSAT_MS/AnnualCrop/AnnualCrop_2438.tif,AnnualCrop
/home/jovyan/work/EuroSAT_MS/AnnualCrop/AnnualCrop_1304.tif,AnnualCrop
/home/jovyan/work/EuroSAT_MS/AnnualCrop/AnnualCrop_650.tif,AnnualCrop
/home/jovyan/work/EuroSAT_MS/AnnualCrop/AnnualCrop_2497.tif,AnnualCrop
/home/jovyan/work/EuroSAT_MS/AnnualCrop/AnnualCrop_1257.tif,AnnualCrop
/home/jovyan/work/EuroSAT_MS/AnnualCrop/AnnualCrop_998.tif,AnnualCrop
/home/jovyan/work/EuroSAT_MS/AnnualCrop/AnnualCrop_1036.tif,AnnualCrop
/home/jovyan/work/EuroSAT_MS/AnnualCrop/AnnualCrop_1194.tif,AnnualCrop
/home/jovyan/work/EuroSAT_MS/AnnualCrop/AnnualCrop_1250.tif,AnnualCrop
/home/jovyan/work/EuroSAT_MS/AnnualCrop/AnnualCrop_2957.tif,AnnualCrop
/home/jovyan/work/EuroSAT_MS/AnnualCrop/AnnualCrop_37.tif,AnnualCrop
/home/jovyan/work/EuroSAT_MS/AnnualCrop/AnnualCrop_703.tif,AnnualCrop
/home/jovyan/work/EuroSAT_MS/AnnualCrop/AnnualCrop_310.tif,AnnualCrop
/home/jovyan/work/EuroSAT_MS/AnnualCrop/AnnualCrop_2597.tif,AnnualCrop
/home/jovyan/work/EuroSAT_MS/AnnualCrop/AnnualCrop_129.tif,AnnualCrop
/home/jovyan/work/EuroSAT_MS/AnnualCrop/AnnualCrop_2109.tif,AnnualCrop
/home/jovyan/work/EuroSAT_MS/AnnualCrop/AnnualCrop_2491.tif,AnnualCrop
/home/jovyan/work/EuroSAT_MS/AnnualCrop/AnnualCrop_2003.tif,AnnualCrop
/home/jovyan/work/EuroSAT_MS/AnnualCrop/AnnualCrop_2097.tif,AnnualCrop
/home/jovyan/work/EuroSAT_MS/AnnualCrop/AnnualCrop_1018.tif,AnnualCrop
/home/jovyan/work/EuroSAT_MS/AnnualCrop/AnnualCrop_1279.tif,AnnualCrop
/home/jovyan/work/EuroSAT_MS/AnnualCrop/AnnualCrop_895.tif,AnnualCrop
/home/jovyan/work/EuroSAT_MS/AnnualCrop/AnnualCrop_1305.tif,AnnualCrop
/home/jovyan/work/EuroSAT_MS/AnnualCrop/AnnualCrop_1891.tif,AnnualCrop
/home/jovyan/work/EuroSAT_MS/AnnualCrop/AnnualCrop_2787.tif,AnnualCrop
/home/jovyan/work/EuroSAT_MS/AnnualCrop/AnnualCrop_2542.tif,AnnualCrop
/home/jovyan/work/EuroSAT_MS/AnnualCrop/AnnualCrop_1971.tif,AnnualCrop
/home/jovyan/work/EuroSAT_MS/AnnualCrop/AnnualCrop_1581.tif,AnnualCrop
/home/jovyan/work/EuroSAT_MS/AnnualCrop/AnnualCrop_2316.tif,AnnualCrop
/home/jovyan/work/EuroSAT_MS/AnnualCrop/AnnualCrop_2314.tif,AnnualCrop
