filepath,label
/home/jovyan/work/EuroSAT_MS/AnnualCrop/AnnualCrop_2637.tif,AnnualCrop
/home/jovyan/work/EuroSAT_MS/AnnualCrop/AnnualCrop_1540.tif,AnnualCrop
/home/jovyan/work/EuroSAT_MS/AnnualCrop/AnnualCrop_2648.tif,AnnualCrop
/home/jovyan/work/EuroSAT_MS/AnnualCrop/AnnualCrop_86.tif,AnnualCrop
/home/jovyan/work/EuroSAT_MS/AnnualCrop/AnnualCrop_90.tif,AnnualCrop
/home/jovyan/work/EuroSAT_MS/AnnualCrop/AnnualCrop_1013.tif,AnnualCrop
/home/jovyan/work/EuroSAT_MS/AnnualCrop/AnnualCrop_648.tif,AnnualCrop
/home/jovyan/work/EuroSAT_MS/AnnualCrop/AnnualCrop_462.tif,AnnualCrop
/home/jovyan/work/EuroSAT_MS/AnnualCrop/AnnualCrop_1468.tif,AnnualCrop
/home/jovyan/work/EuroSAT_MS/AnnualCrop/AnnualCrop_2246.tif,AnnualCrop
/home/jovyan/work/EuroSAT_MS/AnnualCrop/AnnualCrop_20.tif,AnnualCrop
/home/jovyan/work/EuroSAT_MS/AnnualCrop/AnnualCrop_1841.tif,AnnualCrop
/home/jovyan/work/EuroSAT_MS/AnnualCrop/AnnualCrop_158.tif,AnnualCrop
/home/jovyan/work/EuroSAT_MS/AnnualCrop/AnnualCrop_291.tif,AnnualCrop
/home/jovyan/work/EuroSAT_MS/AnnualCrop/AnnualCrop_2152.tif,AnnualCrop
/home/jovyan/work/EuroSAT_MS/AnnualCrop/AnnualCrop_1806.tif,AnnualCrop
/home/jovyan/work/EuroSAT_MS/AnnualCrop/AnnualCrop_397.tif,AnnualCrop
/home/jovyan/work/EuroSAT_MS/AnnualCrop/AnnualCrop_2723.tif,AnnualCrop
/home/jovyan/work/EuroSAT_MS/AnnualCrop/AnnualCrop_2698.tif,AnnualCrop
/home/jovyan/work/EuroSAT_MS/AnnualCrop/AnnualCrop_149.tif,AnnualCrop
/home/jovyan/work/EuroSAT_MS/AnnualCrop/AnnualCrop_371.tif,AnnualCrop
/home/jovyan/work/EuroSAT_MS/AnnualCrop/AnnualCrop_1663.tif,AnnualCrop
/home/jovyan/work/EuroSAT_MS/AnnualCrop/AnnualCrop_2.tif,AnnualCrop
/home/jovyan/work/EuroSAT_MS/AnnualCrop/AnnualCrop_2496.tif,AnnualCrop
/home/jovyan/work/EuroSAT_MS/AnnualCrop/AnnualCrop_2195.tif,AnnualCrop
/home/jovyan/work/EuroSAT_MS/AnnualCrop/AnnualCrop_2197.tif,AnnualCrop
/home/jovyan/work/EuroSAT_MS/AnnualCrop/AnnualCrop_881.tif,AnnualCrop
/home/jovyan/work/EuroSAT_MS/AnnualCrop/AnnualCrop_1605.tif,AnnualCrop
/home/jovyan/work/EuroSAT_MS/AnnualCrop/AnnualCrop_2590.tif,AnnualCrop
/home/jovyan/work/EuroSAT_MS/AnnualCrop/AnnualCrop_176.tif,AnnualCrop
/home/jovyan/work/EuroSAT_MS/AnnualCrop/AnnualCrop_1596.tif,AnnualCrop
/home/jovyan/work/EuroSAT_MS/AnnualCrop/AnnualCrop_2565.tif,AnnualCrop
